domain,gamma,prompt_index,cluster_id,accepted_prefix_improvement,accepted_beyond_first_improvement,acceptance_rate_improvement,emitted_tokens_improvement,verification_round_reduction
TinyStories validation,4,112,112,0.17847222222222214,0.17847222222222225,0.046425333925333906,0.19999999999999984,2.34375
TinyStories validation,4,113,113,-0.35119047619047616,-0.3511904761904763,-0.10414107832586092,-0.3206349206349204,-2.34375
TinyStories validation,4,114,114,-0.09236111111111112,-0.09236111111111112,-0.025303955165274478,-0.03838383838383841,0.0
TinyStories validation,4,115,115,-0.06358363858363875,-0.06358363858363864,-0.0047708422708422765,-0.06935286935286933,0.78125
TinyStories validation,4,116,116,0.3486111111111112,0.3486111111111111,0.10866015023623717,0.3111111111111111,2.34375
TinyStories validation,4,117,117,0.1785714285714286,0.1785714285714286,0.06111225141397557,0.1428571428571428,0.78125
TinyStories validation,4,118,118,0.32518939393939406,0.32518939393939394,0.12067511881888968,0.3616161616161615,3.125
TinyStories validation,4,119,119,-0.08333333333333326,-0.06060606060606066,-0.014502060838267744,-0.050505050505050386,-0.78125
TinyStories validation,4,120,120,0.125,0.125,0.06212760235345717,0.1454545454545455,1.5625
TinyStories validation,4,121,121,0.12569444444444466,0.1256944444444444,0.03337959083926825,0.14949494949494957,0.78125
TinyStories validation,4,122,122,0.2146825396825398,0.2146825396825397,0.09980209747916621,0.1812409812409812,0.78125
TinyStories validation,4,123,123,-0.12291666666666673,-0.12291666666666662,-0.033342466732426204,-0.1393939393939393,-0.78125
TinyStories validation,4,124,124,-0.513888888888889,-0.5138888888888888,-0.17144333815997984,-0.5111111111111111,-3.90625
TinyStories validation,4,125,125,-0.23402777777777783,-0.23402777777777778,-0.09901556776556777,-0.19999999999999996,-1.5625
TinyStories validation,4,126,126,-0.07499999999999996,-0.09999999999999998,-0.037073110079575616,-0.07272727272727275,-0.78125
TinyStories validation,4,127,127,0.16180555555555565,0.16180555555555554,0.030166829949438645,0.13333333333333353,0.78125
TinyStories validation,8,0,0,-0.02767857142857144,-0.027678571428571386,-0.0060617751894086365,-0.05714285714285716,-0.78125
TinyStories validation,8,1,1,0.30912698412698414,0.3341269841269841,0.04615704815093953,0.3266955266955267,2.34375
TinyStories validation,8,2,2,-0.30128205128205127,-0.329059829059829,-0.05827509355051728,-0.2735042735042734,-3.125
TinyStories validation,8,3,3,0.4258928571428573,0.4258928571428572,0.06103159247690615,0.4129870129870128,2.34375
TinyStories validation,8,4,4,1.0120039682539683,0.9842261904761906,0.16048661091230754,0.93015873015873,5.46875
TinyStories validation,8,5,5,0.5285714285714287,0.5285714285714286,0.07744246357546851,0.5428571428571427,3.90625
TinyStories validation,8,6,6,0.5217261904761905,0.5217261904761904,0.07650983984847094,0.5015873015873016,3.125
TinyStories validation,8,7,7,1.1794642857142859,1.1794642857142859,0.1889291533501903,1.184126984126984,7.03125
TinyStories validation,8,8,8,0.5791666666666668,0.5791666666666667,0.08560843952075185,0.6222222222222222,2.34375
TinyStories validation,8,9,9,0.39255952380952364,0.4203373015873014,0.06937909176209668,0.34603174603174613,0.78125
TinyStories validation,8,10,10,-0.2455357142857143,-0.2455357142857143,-0.02912643293081621,-0.2727272727272727,-2.34375
TinyStories validation,8,11,11,-0.1964285714285714,-0.1964285714285714,-0.0468113909974375,-0.19047619047619047,-0.78125
TinyStories validation,8,12,12,0.875,0.875,0.13960840132847774,0.8888888888888888,4.6875
TinyStories validation,8,13,13,-0.37678571428571406,-0.4017857142857142,-0.07075592373173226,-0.24761904761904763,-1.5625
TinyStories validation,8,14,14,-0.48611111111111116,-0.45833333333333337,-0.06309313555932972,-0.4444444444444444,-2.34375
TinyStories validation,8,15,15,0.03125,0.05625000000000002,0.04119826410952123,0.0,0.0
TinyStories validation,8,16,16,0.2619047619047621,0.26190476190476186,0.03916876779159731,0.20952380952380933,0.78125
TinyStories validation,8,17,17,0.617361111111111,0.617361111111111,0.10614209088048418,0.571717171717172,2.34375
TinyStories validation,8,18,18,0.7583333333333333,0.7356060606060606,0.08820782101944862,0.8060606060606059,5.46875
TinyStories validation,8,19,19,-0.19255952380952357,-0.22033730158730158,-0.013476181133336207,-0.1682539682539681,-0.78125
TinyStories validation,8,20,20,0.2574404761904763,0.2574404761904762,0.03623620899304053,0.25396825396825395,1.5625
TinyStories validation,8,21,21,-1.3732142857142857,-1.3232142857142857,-0.19323415665689136,-1.352380952380952,-7.8125
TinyStories validation,8,22,22,0.48750000000000004,0.4875,0.10002029341696,0.47272727272727266,3.90625
TinyStories validation,8,23,23,-0.5152777777777778,-0.5152777777777778,-0.07178905054844904,-0.47272727272727255,-2.34375
TinyStories validation,8,24,24,-0.4027777777777778,-0.4027777777777778,-0.05914374583155474,-0.33333333333333337,-3.125
TinyStories validation,8,25,25,1.0084325396825395,1.0084325396825398,0.1545915909248356,1.0317460317460316,5.46875
TinyStories validation,8,26,26,0.39582570207570217,0.3958257020757021,0.07176884879420597,0.38046398046398033,2.34375
TinyStories validation,8,27,27,0.8651785714285717,0.8651785714285716,0.1303794940178869,0.9523809523809523,5.46875
TinyStories validation,8,28,28,-0.4285714285714286,-0.45634920634920634,-0.07016182772715586,-0.4155844155844155,-3.125
TinyStories validation,8,29,29,0.25982142857142865,0.2598214285714286,0.0416523567162112,0.2822510822510821,1.5625
TinyStories validation,8,30,30,-0.5723214285714288,-0.5723214285714286,-0.06189464187267148,-0.6285714285714283,-3.90625
TinyStories validation,8,31,31,-0.23898809523809528,-0.23898809523809528,-0.02450636093928779,-0.2317460317460316,-1.5625
TinyStories validation,8,32,32,0.022916666666666696,0.02291666666666664,0.00022053907702995756,0.022222222222222365,0.0
TinyStories validation,8,33,33,0.2859217171717172,0.26319444444444445,0.044111253638831546,0.2282828282828281,1.5625
TinyStories validation,8,34,34,0.13065476190476188,0.16190476190476194,0.033848567448857385,0.12669552669552675,0.78125
TinyStories validation,8,35,35,0.324404761904762,0.2688492063492064,0.04721506079000118,0.3145743145743146,2.34375
TinyStories validation,8,36,36,0.37797619047619047,0.3779761904761904,0.059124778621915175,0.3015873015873016,1.5625
TinyStories validation,8,37,37,0.20733225108225106,0.20733225108225103,0.013424772478154295,0.22886002886002887,0.78125
TinyStories validation,8,38,38,0.05208333333333337,0.052083333333333315,0.035167308033687346,0.0505050505050505,0.0
TinyStories validation,8,39,39,-0.2727272727272727,-0.237012987012987,-0.06382874344500486,-0.2727272727272727,-2.34375
TinyStories validation,8,40,40,-0.28809523809523807,-0.28809523809523807,-0.05099111561223525,-0.27936507936507937,-3.125
TinyStories validation,8,41,41,0.05505050505050513,0.02727272727272731,-0.0012622335249368385,0.08282828282828292,-0.78125
TinyStories validation,8,42,42,1.042559523809524,1.042559523809524,0.18102255825262165,0.9907647907647907,7.8125
TinyStories validation,8,43,43,0.03660714285714284,0.03660714285714284,-0.01581306915814272,0.11428571428571455,-0.78125
TinyStories validation,8,44,44,-0.25396825396825407,-0.253968253968254,-0.039706631079465725,-0.25396825396825395,-1.5625
TinyStories validation,8,45,45,0.2901785714285715,0.2901785714285715,0.03758590664078469,0.2857142857142856,1.5625
TinyStories validation,8,46,46,0.38134920634920644,0.3813492063492064,0.06461707943915618,0.34285714285714275,2.34375
TinyStories validation,8,47,47,-0.01130952380952388,-0.01130952380952388,-0.004963831712892275,-0.04126984126984112,-0.78125
TinyStories validation,8,48,48,0.25396825396825407,0.253968253968254,0.027195059660745653,0.25396825396825395,1.5625
TinyStories validation,8,49,49,-0.3511904761904763,-0.3511904761904762,-0.06493567331481712,-0.39942279942279946,-3.125
TinyStories validation,8,50,50,0.798809523809524,0.773809523809524,0.12348383921789965,0.7746031746031743,5.46875
TinyStories validation,8,51,51,-0.06468253968253956,-0.06468253968253951,-0.015359719072177355,-0.02539682539682575,1.5625
TinyStories validation,8,52,52,0.7961309523809523,0.7961309523809523,0.11301278166695074,0.7777777777777777,3.90625
TinyStories validation,8,53,53,-0.08333333333333337,-0.08333333333333331,-0.009362777408662835,-0.11111111111111116,-0.78125
TinyStories validation,8,54,54,0.058630952380952395,0.05863095238095234,0.053421641546083996,0.022222222222222365,0.0
TinyStories validation,8,55,55,0.2599206349206349,0.25992063492063483,0.05654457427581253,0.19047619047619047,0.78125
TinyStories validation,8,56,56,0.22708333333333341,0.2270833333333333,0.01966123715518389,0.24444444444444446,0.78125
TinyStories validation,8,57,57,-0.12481060606060612,-0.12481060606060604,-0.004264354340539699,-0.1838383838383839,-1.5625
TinyStories validation,8,58,58,0.28125,0.28125,0.035600471266275156,0.2727272727272726,0.78125
TinyStories validation,8,59,59,1.0012987012987014,1.0012987012987014,0.12603481083731985,0.9489177489177487,6.25
TinyStories validation,8,60,60,0.6770833333333333,0.6770833333333333,0.13013432934768604,0.6666666666666665,3.125
TinyStories validation,8,61,61,0.6220238095238095,0.5992965367965368,0.07349066260121405,0.6378066378066376,3.90625
TinyStories validation,8,62,62,1.1645833333333333,1.1645833333333333,0.20367859477926092,1.183838383838384,7.8125
TinyStories validation,8,63,63,-0.5174603174603174,-0.5174603174603175,-0.07469793566440436,-0.5044733044733043,-3.90625
TinyStories validation,8,64,64,-0.02767857142857144,-0.027678571428571386,-0.0172605361124383,-0.05714285714285716,-0.78125
TinyStories validation,8,65,65,-1.1369047619047619,-1.1160714285714286,-0.1708946132526844,-1.1428571428571428,-7.03125
TinyStories validation,8,66,66,1.0761904761904764,1.0761904761904764,0.12864355812877268,1.1266955266955268,6.25
TinyStories validation,8,67,67,0.46478174603174616,0.4647817460317461,0.09249622032902258,0.39682539682539675,2.34375
TinyStories validation,8,68,68,-0.4391774891774891,-0.43690476190476196,-0.06368356130021444,-0.4034632034632034,-3.125
TinyStories validation,8,69,69,0.4354166666666667,0.4354166666666667,0.030495912058729355,0.42222222222222205,2.34375
TinyStories validation,8,70,70,0.8189484126984126,0.8189484126984127,0.12347491990048672,0.7965367965367964,4.6875
TinyStories validation,8,71,71,0.04861111111111094,0.04861111111111116,0.006426311783454625,0.11111111111111094,0.0
TinyStories validation,8,72,72,-1.0645833333333332,-1.0895833333333333,-0.18463971716628344,-1.0727272727272728,-7.03125
TinyStories validation,8,73,73,-0.05099206349206353,-0.05099206349206348,-0.024248426195289115,-0.05714285714285716,-0.78125
TinyStories validation,8,74,74,-0.5143939393939393,-0.5143939393939394,-0.08290404544714888,-0.42222222222222205,-2.34375
TinyStories validation,8,75,75,0.6083333333333332,0.6083333333333334,0.11702962459706431,0.5898989898989899,3.90625
TinyStories validation,8,76,76,-0.15208333333333324,-0.15208333333333335,-0.01171922765986036,-0.22828282828282798,-2.34375
TinyStories validation,8,77,77,0.786904761904762,0.786904761904762,0.12550502047812587,0.793362193362193,6.25
TinyStories validation,8,78,78,-0.26666666666666683,-0.2666666666666666,-0.03774717805942094,-0.282828282828283,-2.34375
TinyStories validation,8,79,79,0.5208333333333335,0.5565476190476191,0.07281122190675404,0.5396825396825395,3.125
TinyStories validation,8,80,80,0.0452380952380953,0.045238095238095244,0.05651857049954877,0.0034632034632035014,0.0
TinyStories validation,8,81,81,-0.16309523809523807,-0.19434523809523807,-0.0097177519547283,-0.2187590187590187,-2.34375
TinyStories validation,8,82,82,-0.31785714285714295,-0.3178571428571429,-0.050742873871092595,-0.34285714285714275,-2.34375
TinyStories validation,8,83,83,0.45457251082251093,0.4233225108225109,0.08976884741527971,0.44733044733044713,3.125
TinyStories validation,8,84,84,0.27827380952380953,0.3139880952380953,0.02047340348588949,0.30447330447330434,2.34375
TinyStories validation,8,85,85,0.07301587301587298,0.10873015873015879,0.013754618721237843,0.053968253968254,0.0
TinyStories validation,8,86,86,0.13958333333333328,0.13958333333333334,-0.004800702504852289,0.11111111111111116,0.78125
TinyStories validation,8,87,87,0.3833333333333333,0.3798611111111111,0.06808300149865168,0.3111111111111109,1.5625
TinyStories validation,8,88,88,0.5867153679653679,0.586715367965368,0.08301309803532145,0.577200577200577,4.6875
TinyStories validation,8,89,89,-0.411607142857143,-0.41160714285714284,-0.056901388538891685,-0.4539682539682539,-3.125
TinyStories validation,8,90,90,0.06646825396825418,0.06646825396825395,0.017852043674302806,0.031746031746031855,0.78125
TinyStories validation,8,91,91,-0.04017857142857151,-0.04017857142857134,0.0020675980782709907,0.03174603174603163,0.0
TinyStories validation,8,92,92,0.3080357142857143,0.3080357142857143,0.0032353654858081338,0.33333333333333326,1.5625
TinyStories validation,8,93,93,-0.8362103174603175,-0.8049603174603175,-0.16980722454915453,-0.8378066378066376,-5.46875
TinyStories validation,8,94,94,-0.24732142857142847,-0.24732142857142864,-0.04053444757990757,-0.21558441558441555,-1.5625
TinyStories validation,8,95,95,-0.314484126984127,-0.2832341269841271,-0.03139278525180005,-0.336219336219336,-2.34375
TinyStories validation,8,96,96,1.6092261904761904,1.6092261904761904,0.2950314225515839,1.536219336219336,10.9375
TinyStories validation,8,97,97,-0.19920634920634928,-0.19920634920634916,-0.048930070678550326,-0.19047619047619047,-0.78125
TinyStories validation,8,98,98,-0.14166666666666672,-0.14166666666666666,-0.04353025394251775,-0.16161616161616155,-1.5625
TinyStories validation,8,99,99,0.45833333333333337,0.4583333333333333,0.07482784228046294,0.4444444444444444,2.34375
TinyStories validation,8,100,100,0.8104166666666669,0.8104166666666668,0.11256670948275563,0.8507936507936507,5.46875
TinyStories validation,8,101,101,-0.23095238095238102,-0.23095238095238096,0.008549269589626735,-0.28888888888888875,-2.34375
TinyStories validation,8,102,102,-0.20625000000000004,-0.20625,-0.042615235749472194,-0.19999999999999996,-1.5625
TinyStories validation,8,103,103,-0.4801587301587301,-0.4801587301587302,-0.06515432057145548,-0.4444444444444444,-2.34375
TinyStories validation,8,104,104,0.8738095238095239,0.8788600288600289,0.145213248222262,0.847330447330447,6.25
TinyStories validation,8,105,105,0.03115079365079365,0.031150793650793596,-0.013577916042738752,0.05714285714285716,0.78125
TinyStories validation,8,106,106,0.36369047619047634,0.33244047619047623,0.03729869449209072,0.47619047619047605,2.34375
TinyStories validation,8,107,107,0.02768759018759015,0.027687590187590233,-0.012278476465742781,0.03174603174603163,0.0
TinyStories validation,8,108,108,-0.3159722222222222,-0.3159722222222222,-0.03795426122986375,-0.33333333333333326,-1.5625
TinyStories validation,8,109,109,0.39375000000000004,0.36597222222222225,0.08152798973791958,0.4222222222222223,3.125
TinyStories validation,8,110,110,-0.34017857142857144,-0.3401785714285714,-0.05424656125349121,-0.32987012987012987,-3.125
TinyStories validation,8,111,111,1.2404761904761905,1.2404761904761905,0.19208797689143267,1.2028860028860027,7.8125
TinyStories validation,8,112,112,0.7186507936507937,0.7186507936507935,0.13409395237203786,0.7238095238095237,3.90625
TinyStories validation,8,113,113,0.8779761904761904,0.8779761904761905,0.15329530553545972,0.857142857142857,3.90625
TinyStories validation,8,114,114,0.22232142857142845,0.2223214285714285,0.005353513356562145,0.18095238095238098,0.0
TinyStories validation,8,115,115,0.3520833333333334,0.3520833333333333,0.04917277474082659,0.3111111111111111,2.34375
TinyStories validation,8,116,116,0.523809523809524,0.47835497835497837,0.07899633995735228,0.5079365079365079,3.125
TinyStories validation,8,117,117,0.33690476190476193,0.33690476190476193,0.04788679948318285,0.3266955266955267,2.34375
TinyStories validation,8,118,118,0.46171536796536794,0.461715367965368,0.08097922502334268,0.4949494949494949,4.6875
TinyStories validation,8,119,119,-0.2702380952380953,-0.2702380952380953,-0.07063790969899028,-0.2317460317460316,-1.5625
TinyStories validation,8,120,120,0.2895833333333334,0.2895833333333333,0.024142268843155734,0.3111111111111111,2.34375
TinyStories validation,8,121,121,0.0357142857142857,0.0357142857142857,-0.014966199104302247,0.0,0.0
TinyStories validation,8,122,122,-0.0030753968253968145,-0.0030753968253968145,0.002635710608231541,0.0888888888888888,0.78125
TinyStories validation,8,123,123,-0.05565476190476193,-0.01994047619047623,0.005042112461274513,-0.053968253968254,0.0
TinyStories validation,8,124,124,-0.7102182539682541,-0.710218253968254,-0.10767295026836271,-0.7266955266955266,-5.46875
TinyStories validation,8,125,125,0.5333333333333332,0.5333333333333334,0.08183404446126577,0.5333333333333332,3.125
TinyStories validation,8,126,126,-0.013392857142857095,-0.013392857142857095,-0.014579763392410627,-0.0025974025974027093,-0.78125
TinyStories validation,8,127,127,-0.5024891774891775,-0.5024891774891775,-0.06914905901060586,-0.4695526695526695,-3.125
WikiText-103 test OOD,2,0,0,0.0,0.0,0.017045454545454558,0.0,0.0
WikiText-103 test OOD,2,1,0,-0.07182400932400934,-0.07182400932400931,-0.07182400932400931,-0.11188811188811187,-1.5625
WikiText-103 test OOD,2,2,0,0.02449633699633702,0.02449633699633698,0.007450882450882421,0.04395604395604402,0.78125
WikiText-103 test OOD,2,3,1,-0.0702214452214453,-0.07022144522144519,-0.07022144522144519,-0.11188811188811187,-1.5625
WikiText-103 test OOD,2,4,1,0.1302655677655677,0.1302655677655678,0.1302655677655678,0.10456210456210469,1.5625
WikiText-103 test OOD,2,5,2,-0.1040417915417916,-0.10404179154179151,-0.07430069930069925,-0.16516816516816535,-2.34375
WikiText-103 test OOD,2,6,2,0.07182400932400934,0.09265734265734266,0.09848484848484848,0.11188811188811187,1.5625
WikiText-103 test OOD,2,7,3,-0.15326340326340326,-0.15326340326340326,-0.17613636363636365,-0.17249417249417254,-2.34375
WikiText-103 test OOD,2,8,3,-0.0018939393939393923,-0.0018939393939393923,-0.01893939393939395,0.0,0.0
WikiText-103 test OOD,2,9,4,-0.03977272727272729,-0.039772727272727265,-0.039772727272727265,-0.06060606060606066,-0.78125
WikiText-103 test OOD,2,10,4,-0.07561188811188807,-0.07561188811188813,-0.07561188811188813,-0.05128205128205121,-0.78125
WikiText-103 test OOD,2,11,5,-0.02518315018315026,-0.025183150183150163,-0.04909673659673659,-0.007326007326007189,0.0
WikiText-103 test OOD,2,12,5,0.0077214452214452445,0.007721445221445217,0.01893939393939395,0.009324009324009452,0.0
WikiText-103 test OOD,2,13,6,-0.12431318681318676,-0.1256868131868132,-0.1292249417249417,-0.13919413919413925,-2.34375
WikiText-103 test OOD,2,14,6,-0.382554945054945,-0.36469780219780223,-0.3593073593073593,-0.35364635364635355,-5.46875
WikiText-103 test OOD,2,15,6,0.0,0.0,-0.034090909090909116,0.0,0.0
WikiText-103 test OOD,2,16,7,-0.10576923076923073,-0.08653846153846154,-0.10941142191142192,-0.10256410256410242,-1.5625
WikiText-103 test OOD,2,17,7,-0.03977272727272729,-0.039772727272727265,-0.022727272727272707,-0.06060606060606066,-0.78125
WikiText-103 test OOD,2,18,8,-0.05625624375624372,-0.05625624375624377,-0.06643356643356646,-0.09523809523809523,-1.5625
WikiText-103 test OOD,2,19,8,-0.03205128205128205,-0.012820512820512803,-0.012820512820512803,-0.05128205128205121,-0.78125
WikiText-103 test OOD,2,20,9,-0.1003787878787879,-0.10037878787878787,-0.10037878787878787,-0.12121212121212133,-1.5625
WikiText-103 test OOD,2,21,9,-0.14583333333333337,-0.14583333333333331,-0.13461538461538458,-0.16317016317016309,-2.34375
WikiText-103 test OOD,2,22,10,-0.12121212121212122,-0.12121212121212122,-0.13825757575757577,-0.12121212121212133,-1.5625
WikiText-103 test OOD,2,23,10,0.05288461538461536,0.05288461538461539,0.058712121212121215,0.05128205128205121,0.78125
WikiText-103 test OOD,2,24,11,-0.13026556776556775,-0.13026556776556775,-0.14044289044289043,-0.14652014652014644,-2.34375
WikiText-103 test OOD,2,25,11,0.01648351648351648,0.016483516483516467,-0.0016025641025641385,0.09523809523809523,1.5625
WikiText-103 test OOD,2,26,12,-0.06616300366300365,-0.08539377289377291,-0.06148018648018648,-0.04395604395604402,-0.78125
WikiText-103 test OOD,2,27,12,-0.07211538461538458,-0.07211538461538464,-0.0891608391608392,-0.009324009324009452,0.0
WikiText-103 test OOD,2,28,13,-0.08493589743589741,-0.08493589743589744,-0.07954545454545453,-0.10256410256410242,-1.5625
WikiText-103 test OOD,2,29,13,-0.11944305694305696,-0.10021228771228773,-0.08899433899433899,-0.11921411921411906,-1.5625
WikiText-103 test OOD,2,30,13,-0.07211538461538464,-0.07211538461538461,-0.060897435897435875,-0.05128205128205121,-0.78125
WikiText-103 test OOD,2,31,14,0.06616300366300365,0.048305860805860815,0.048305860805860815,0.04395604395604402,0.78125
WikiText-103 test OOD,2,32,15,-0.17599067599067603,-0.1968240093240093,-0.18560606060606058,-0.2144522144522143,-3.125
WikiText-103 test OOD,2,33,15,-0.0960497835497835,-0.09604978354978355,-0.11640442890442892,-0.06926406926406914,-1.5625
WikiText-103 test OOD,2,34,16,-0.14554195804195802,-0.14554195804195805,-0.1343240093240093,-0.16317016317016309,-2.34375
WikiText-103 test OOD,2,35,16,0.05128205128205132,0.051282051282051266,0.0288461538461538,0.05128205128205121,0.78125
WikiText-103 test OOD,2,36,17,-0.041666666666666685,-0.04166666666666666,-0.0246212121212121,-0.06060606060606066,-0.78125
WikiText-103 test OOD,2,37,17,-0.09772727272727272,-0.08106060606060607,-0.11038961038961043,-0.07272727272727264,-1.5625
WikiText-103 test OOD,2,38,18,-0.03977272727272729,-0.039772727272727265,-0.039772727272727265,-0.06060606060606066,-0.78125
WikiText-103 test OOD,2,39,18,-0.011217948717948734,-0.011217948717948706,2.7755575615628914e-17,-0.05128205128205121,-0.78125
WikiText-103 test OOD,2,40,19,-0.049096736596736634,-0.04909673659673658,-0.020833333333333287,-0.11188811188811187,-1.5625
WikiText-103 test OOD,2,41,19,-0.21923076923076928,-0.21923076923076923,-0.22687728937728938,-0.19393939393939397,-3.125
WikiText-103 test OOD,2,42,20,-0.034632034632034625,-0.016774891774891762,-0.005556943056943028,-0.03463203463203457,-0.78125
WikiText-103 test OOD,2,43,20,0.028554778554778615,0.02855477855477853,0.04560023310023309,0.05128205128205121,0.78125
WikiText-103 test OOD,2,44,20,0.16826923076923073,0.14903846153846154,0.125,0.16317016317016309,2.34375
WikiText-103 test OOD,2,45,21,-0.054778554778554756,-0.05477855477855478,-0.05477855477855478,-0.05128205128205121,-0.78125
WikiText-103 test OOD,2,46,21,-0.13782051282051277,-0.13782051282051283,-0.13825757575757575,-0.15384615384615363,-2.34375
WikiText-103 test OOD,2,47,22,-0.020833333333333315,-0.020833333333333343,-0.0378787878787879,0.0,0.0
WikiText-103 test OOD,2,48,22,0.012820512820512775,0.01282051282051283,0.0016025641025640969,0.05128205128205121,0.78125
WikiText-103 test OOD,2,49,23,-0.020833333333333315,-0.020833333333333343,-0.05492424242424246,0.0,0.0
WikiText-103 test OOD,2,50,23,-0.10416666666666669,-0.10416666666666666,-0.09294871794871792,-0.10256410256410242,-1.5625
WikiText-103 test OOD,2,51,24,-0.0016025641025640414,-0.0016025641025640969,-0.02986596736596739,0.0,0.0
WikiText-103 test OOD,2,52,24,-0.125,-0.14583333333333334,-0.16870629370629373,-0.10256410256410242,-1.5625
WikiText-103 test OOD,2,53,25,0.2232142857142857,0.22481684981684985,0.20673076923076922,0.19780219780219765,3.125
WikiText-103 test OOD,2,54,25,0.1169871794871794,0.11698717948717952,0.08333333333333331,0.11188811188811187,1.5625
WikiText-103 test OOD,2,55,26,-0.11159673659673663,-0.11159673659673658,-0.10037878787878785,-0.17249417249417254,-2.34375
WikiText-103 test OOD,2,56,26,0.06410256410256404,0.06410256410256412,0.05288461538461539,0.06060606060606066,0.78125
WikiText-103 test OOD,2,57,27,0.06060606060606061,0.06060606060606061,0.02651515151515149,0.06060606060606066,0.78125
WikiText-103 test OOD,2,58,27,0.03205128205128205,0.03205128205128205,0.020833333333333315,0.05128205128205121,0.78125
WikiText-103 test OOD,2,59,27,-0.11715367965367968,-0.1363844488844489,-0.11933899433899432,-0.1558441558441559,-2.34375
WikiText-103 test OOD,2,60,30,0.08143939393939392,0.08143939393939395,0.1267482517482518,0.06060606060606066,0.78125
WikiText-103 test OOD,2,61,30,-0.11538461538461536,-0.11538461538461539,-0.10416666666666666,-0.11188811188811187,-1.5625
WikiText-103 test OOD,2,62,31,-0.059003496503496566,-0.05900349650349648,-0.0361305361305361,-0.06060606060606066,-0.78125
WikiText-103 test OOD,2,63,31,-0.125,-0.125,-0.165959040959041,-0.10256410256410242,-1.5625
WikiText-103 test OOD,2,64,32,0.024329836829836804,0.02593240093240093,0.030157342657342684,0.04195804195804176,0.78125
WikiText-103 test OOD,2,65,32,0.033820346320346306,0.03519397269397269,0.009906759906759877,0.053280053280053474,0.78125
WikiText-103 test OOD,2,66,32,-0.041375291375291334,-0.04137529137529139,-0.04137529137529139,-0.06060606060606066,-0.78125
WikiText-103 test OOD,2,67,33,-0.01311188811188807,-0.013111888111888126,-0.03598484848484851,0.009324009324009452,0.0
WikiText-103 test OOD,2,68,33,0.029470529470529472,0.029470529470529472,0.035298035298035296,0.06793206793206785,0.78125
WikiText-103 test OOD,2,69,34,-0.16637529137529133,-0.1663752913752914,-0.17803030303030304,-0.16317016317016309,-2.34375
WikiText-103 test OOD,2,70,34,-0.0982142857142857,-0.09821428571428571,-0.10404179154179154,-0.09523809523809523,-1.5625
WikiText-103 test OOD,2,71,35,-0.009324009324009341,-0.009324009324009314,-0.009324009324009314,-0.05128205128205121,-0.78125
WikiText-103 test OOD,2,72,35,-0.059003496503496566,-0.05900349650349648,-0.07022144522144522,-0.06060606060606066,-0.78125
WikiText-103 test OOD,2,73,36,0.0,0.0,0.0,0.0,0.0
WikiText-103 test OOD,2,74,36,-0.08143939393939392,-0.08143939393939395,-0.09848484848484851,-0.06060606060606066,-0.78125
WikiText-103 test OOD,2,75,37,-0.07738095238095238,-0.05952380952380952,-0.05952380952380952,-0.09523809523809523,-1.5625
WikiText-103 test OOD,2,76,37,-0.03205128205128205,-0.03205128205128205,-0.03205128205128205,-0.05128205128205121,-0.78125
WikiText-103 test OOD,2,77,38,-0.012820512820512775,-0.01282051282051283,-0.007430069930069921,-0.05128205128205121,-0.78125
WikiText-103 test OOD,2,78,38,-0.10416666666666663,-0.10416666666666669,-0.10416666666666669,-0.06060606060606066,-0.78125
WikiText-103 test OOD,2,79,39,-0.2666500166500167,-0.25176906426906426,-0.25176906426906426,-0.30236430236430234,-4.6875
WikiText-103 test OOD,2,80,39,-0.1647727272727273,-0.1856060606060606,-0.23863636363636365,-0.16317016317016309,-2.34375
WikiText-103 test OOD,2,81,39,-0.032342657342657344,-0.032342657342657344,-0.0493881118881119,0.009324009324009452,0.0
WikiText-103 test OOD,2,82,40,-0.14554195804195802,-0.1263111888111888,-0.113490675990676,-0.16317016317016309,-2.34375
WikiText-103 test OOD,2,83,40,-0.20833333333333331,-0.20833333333333337,-0.23819930069930073,-0.16317016317016309,-2.34375
WikiText-103 test OOD,2,84,41,-0.28667166167166175,-0.28667166167166164,-0.2696262071262071,-0.32833832833832843,-4.6875
WikiText-103 test OOD,2,85,41,-0.022435897435897356,-0.022435897435897467,-0.02826340326340329,0.0,0.0
WikiText-103 test OOD,2,86,42,0.02518315018315026,0.025183150183150163,0.015005827505827476,0.007326007326007189,0.0
WikiText-103 test OOD,2,87,42,-0.08493589743589741,-0.12500000000000003,-0.11538461538461536,-0.10256410256410242,-1.5625
WikiText-103 test OOD,2,88,43,0.11349067599067597,0.113490675990676,0.11931818181818182,0.11188811188811187,1.5625
WikiText-103 test OOD,2,89,43,0.0641025641025641,0.0641025641025641,0.04705710955710954,0.10256410256410242,1.5625
WikiText-103 test OOD,2,90,44,-0.01311188811188807,-0.013111888111888126,-0.01893939393939395,0.009324009324009452,0.0
WikiText-103 test OOD,2,91,44,-0.07371794871794868,-0.07371794871794873,-0.09659090909090912,-0.05128205128205121,-0.78125
WikiText-103 test OOD,2,92,45,-0.026952214452214518,-0.00611888111888112,-0.03438228438228441,-0.009324009324009452,0.0
WikiText-103 test OOD,2,93,45,-0.125,-0.14583333333333334,-0.1628787878787879,-0.10256410256410242,-1.5625
WikiText-103 test OOD,2,94,46,-0.043727106227106294,-0.0437271062271062,-0.05929487179487179,-0.04395604395604402,-0.78125
