domain,gamma,prompt_index,cluster_id,accepted_prefix_improvement,accepted_beyond_first_improvement,acceptance_rate_improvement,emitted_tokens_improvement,verification_round_reduction
WikiText-103 test OOD,8,68,33,0.05624999999999991,0.1039772727272727,0.039079096391722155,0.0,0.0
WikiText-103 test OOD,8,69,34,-0.18839285714285714,-0.2133928571428571,-0.022918992204796193,-0.21269841269841283,-0.78125
WikiText-103 test OOD,8,70,34,-0.13829365079365097,-0.13829365079365075,-0.02581140129821103,-0.12063492063492065,-1.5625
WikiText-103 test OOD,8,71,35,0.5596320346320346,0.5346320346320347,0.10374414409061387,0.5266955266955267,3.90625
WikiText-103 test OOD,8,72,35,0.26041666666666663,0.2604166666666667,0.050990619300549045,0.2222222222222222,2.34375
WikiText-103 test OOD,8,73,36,-0.6061507936507937,-0.6061507936507937,-0.08424993702237776,-0.619047619047619,-4.6875
WikiText-103 test OOD,8,74,36,0.925,0.925,0.15352283114666032,0.8666666666666665,4.6875
WikiText-103 test OOD,8,75,37,0.75,0.75,0.13631615116018586,0.7333333333333332,4.6875
WikiText-103 test OOD,8,76,37,1.2077380952380954,1.2077380952380952,0.16974542057668518,1.2317460317460316,7.03125
WikiText-103 test OOD,8,77,38,0.6987179487179487,0.6987179487179488,0.1384547551543388,0.7179487179487178,5.46875
WikiText-103 test OOD,8,78,38,1.2756944444444445,1.2756944444444445,0.17819999677131962,1.2505050505050503,7.8125
WikiText-103 test OOD,8,79,39,0.11438492063492078,0.11438492063492067,0.03598335462084777,0.1428571428571428,0.78125
WikiText-103 test OOD,8,80,39,-0.5645833333333332,-0.5395833333333333,-0.09141971077792493,-0.523232323232323,-4.6875
WikiText-103 test OOD,8,81,39,-0.311111111111111,-0.28611111111111115,-0.0369600536455501,-0.2606060606060605,-0.78125
WikiText-103 test OOD,8,82,40,-0.07481060606060597,-0.0748106060606061,-0.02500910933588961,-0.050505050505050386,-0.78125
WikiText-103 test OOD,8,83,40,-0.14583333333333326,-0.14583333333333337,-0.019457704727880915,-0.11111111111111105,-1.5625
WikiText-103 test OOD,8,84,41,-0.8476280663780665,-0.8476280663780664,-0.14300262829202648,-0.7806637806637806,-5.46875
WikiText-103 test OOD,8,85,41,0.2583333333333333,0.25833333333333336,0.027882088602839812,0.25050505050505034,2.34375
WikiText-103 test OOD,8,86,42,0.27827380952380965,0.27827380952380953,0.04843561262496676,0.365079365079365,0.78125
WikiText-103 test OOD,8,87,42,0.023809523809523725,0.02380952380952378,-0.0003985580053663465,0.02886002886002892,-0.78125
WikiText-103 test OOD,8,88,43,-0.08690476190476193,-0.05565476190476193,-0.03135489988969302,-0.053968253968254,0.0
WikiText-103 test OOD,8,89,43,1.0011904761904762,1.0011904761904762,0.14053992357052575,1.0216450216450215,7.03125
WikiText-103 test OOD,8,90,44,0.1702380952380953,0.17023809523809524,0.04765621656283247,0.16507936507936516,0.78125
WikiText-103 test OOD,8,91,44,-0.2110119047619048,-0.21101190476190473,-0.019254300461651712,-0.23492063492063475,-2.34375
WikiText-103 test OOD,8,92,45,0.5051677489177491,0.505167748917749,0.08237471939638832,0.5266955266955267,3.90625
WikiText-103 test OOD,8,93,45,0.08680555555555558,0.06407828282828279,0.0019363507090818313,0.11111111111111116,0.78125
WikiText-103 test OOD,8,94,46,-0.5902777777777778,-0.5902777777777778,-0.0876999897413387,-0.5454545454545454,-4.6875
WikiText-103 test OOD,8,95,46,0.3313492063492064,0.3313492063492064,0.05434369818994455,0.27012987012987,1.5625
WikiText-103 test OOD,8,96,46,0.42361111111111116,0.4236111111111111,0.05398220727603481,0.38383838383838387,3.125
WikiText-103 test OOD,8,97,47,1.5407738095238095,1.5407738095238095,0.2446920523772764,1.5206349206349203,9.375
WikiText-103 test OOD,8,98,47,0.2895833333333334,0.2895833333333333,0.05543147186352452,0.3111111111111111,2.34375
WikiText-103 test OOD,8,99,48,-0.7164772727272728,-0.7164772727272727,-0.11772979427400623,-0.6727272727272726,-5.46875
WikiText-103 test OOD,8,100,48,0.7702380952380953,0.7702380952380952,0.11424497373093799,0.7873015873015872,4.6875
WikiText-103 test OOD,8,101,49,0.40535714285714286,0.4053571428571429,0.08048910816704774,0.34285714285714275,2.34375
WikiText-103 test OOD,8,102,49,-0.13660714285714282,-0.15933441558441563,-0.03664174585918285,-0.1428571428571428,-0.78125
WikiText-103 test OOD,8,103,50,0.375,0.375,0.05216643194046946,0.33333333333333326,1.5625
WikiText-103 test OOD,8,104,50,0.27033730158730174,0.2703373015873016,0.05614096359420456,0.2352092352092352,0.78125
WikiText-103 test OOD,8,105,51,-0.5723214285714285,-0.5723214285714286,-0.09603878714467082,-0.565079365079365,-4.6875
WikiText-103 test OOD,8,106,51,-1.018154761904762,-0.993154761904762,-0.12929464820750122,-0.9873015873015871,-6.25
WikiText-103 test OOD,8,107,52,0.31398809523809523,0.3139880952380953,0.0513558234687928,0.30447330447330434,2.34375
WikiText-103 test OOD,8,108,52,0.016071428571428514,0.016071428571428625,0.02195244767075874,0.01558441558441559,0.0
WikiText-103 test OOD,8,109,52,-0.19038461538461532,-0.19038461538461537,-0.03247902778940443,-0.18461538461538463,-2.34375
WikiText-103 test OOD,8,110,53,0.5723214285714286,0.5723214285714286,0.09228537787615748,0.6155844155844155,4.6875
WikiText-103 test OOD,8,111,53,0.24166666666666659,0.2416666666666667,0.03717981977667208,0.24444444444444446,0.78125
WikiText-103 test OOD,8,112,54,0.508829365079365,0.5088293650793652,0.08013431898581029,0.5549783549783547,4.6875
WikiText-103 test OOD,8,113,54,-0.3169642857142857,-0.3169642857142857,-0.05597041404553175,-0.2727272727272727,-2.34375
WikiText-103 test OOD,8,114,55,-0.27083333333333326,-0.2458333333333334,-0.05433365978715105,-0.23838383838383825,-2.34375
WikiText-103 test OOD,8,115,55,0.44791666666666663,0.4479166666666667,0.078149531444832,0.43434343434343425,3.90625
WikiText-103 test OOD,8,116,56,0.3253968253968255,0.3205266955266956,0.04814654083101785,0.37085137085137077,1.5625
WikiText-103 test OOD,8,117,56,-0.12291666666666679,-0.12291666666666662,-0.0160907015887415,-0.14949494949494957,-0.78125
WikiText-103 test OOD,8,118,57,0.7270833333333334,0.7270833333333333,0.13481720161621358,0.7050505050505049,3.125
WikiText-103 test OOD,8,119,58,0.19027777777777793,0.21111111111111108,0.0447424216074525,0.1777777777777777,0.78125
WikiText-103 test OOD,8,120,58,0.23124999999999996,0.23125,0.03609973304868701,0.19999999999999996,1.5625
WikiText-103 test OOD,8,121,59,0.2966269841269842,0.3216269841269841,0.047274221498310696,0.3145743145743146,2.34375
WikiText-103 test OOD,8,122,59,0.38541666666666663,0.3854166666666667,0.04391285355532009,0.4444444444444444,2.34375
WikiText-103 test OOD,8,123,60,-0.06527777777777799,-0.06527777777777799,0.003727107248779088,-0.04444444444444462,1.5625
WikiText-103 test OOD,8,124,60,-0.2230235042735042,-0.22302350427350426,-0.016076496419361222,-0.2735042735042734,-3.125
WikiText-103 test OOD,8,125,60,-0.9819444444444446,-0.9819444444444445,-0.14020422542792324,-0.9555555555555555,-6.25
WikiText-103 test OOD,8,126,61,-1.2903950216450217,-1.2903950216450217,-0.21330155007988905,-1.2216450216450214,-10.15625
WikiText-103 test OOD,8,127,61,-0.15763888888888888,-0.15763888888888894,-0.03703401575173233,-0.14949494949494935,0.0
